passenger_name,survived,age_years,passenger_class,sex,survived_logical,missing_age
Passenger 0489,yes,,1st,male,TRUE,TRUE
Passenger 0490,yes,,1st,male,TRUE,TRUE
Passenger 0491,yes,,3rd,female,TRUE,TRUE
Passenger 0492,yes,13.1,3rd,female,TRUE,FALSE
Passenger 0493,no,58.3,3rd,female,FALSE,FALSE
Passenger 0494,yes,25.5,2nd,female,TRUE,FALSE
Passenger 0495,no,,3rd,male,FALSE,TRUE
Passenger 0496,yes,,3rd,female,TRUE,TRUE
Passenger 0497,yes,,1st,male,TRUE,TRUE
Passenger 0498,no,9.5,2nd,female,FALSE,FALSE
Passenger 0499,no,,1st,male,FALSE,TRUE
Passenger 0500,no,30.2,3rd,male,FALSE,FALSE
Passenger 0501,no,,2nd,male,FALSE,TRUE
Passenger 0502,yes,23.4,3rd,male,TRUE,FALSE
Passenger 0503,yes,62.1,2nd,male,TRUE,FALSE
Passenger 0504,no,11.4,2nd,male,FALSE,FALSE
Passenger 0505,no,,3rd,male,FALSE,TRUE
Passenger 0506,yes,36.7,1st,female,TRUE,FALSE
Passenger 0507,no,,3rd,male,FALSE,TRUE
Passenger 0508,yes,,3rd,female,TRUE,TRUE
Passenger 0509,yes,,3rd,male,TRUE,TRUE
Passenger 0510,no,46.1,3rd,male,FALSE,FALSE
Passenger 0511,no,34.7,3rd,male,FALSE,FALSE
Passenger 0512,no,,3rd,male,FALSE,TRUE
Passenger 0513,yes,20.4,2nd,female,TRUE,FALSE
Passenger 0514,yes,,1st,female,TRUE,TRUE
Passenger 0515,no,,1st,male,FALSE,TRUE
Passenger 0516,no,,3rd,female,FALSE,TRUE
Passenger 0517,yes,41.6,1st,female,TRUE,FALSE
Passenger 0518,yes,28,3rd,female,TRUE,FALSE
Passenger 0519,yes,16.6,3rd,female,TRUE,FALSE
Passenger 0520,yes,32.8,1st,female,TRUE,FALSE
Passenger 0521,yes,57.7,1st,female,TRUE,FALSE
Passenger 0522,no,37.9,2nd,female,FALSE,FALSE
Passenger 0523,yes,,3rd,male,TRUE,TRUE
Passenger 0524,no,,3rd,male,FALSE,TRUE
Passenger 0525,no,13.9,3rd,male,FALSE,FALSE
Passenger 0526,no,45,3rd,male,FALSE,FALSE
Passenger 0527,no,,3rd,male,FALSE,TRUE
Passenger 0528,yes,24.6,1st,male,TRUE,FALSE
Passenger 0529,yes,,1st,female,TRUE,TRUE
Passenger 0530,no,,3rd,male,FALSE,TRUE
Passenger 0531,yes,,3rd,female,TRUE,TRUE
Passenger 0532,no,11.2,2nd,male,FALSE,FALSE
Passenger 0533,no,,2nd,male,FALSE,TRUE
Passenger 0534,yes,63.9,1st,male,TRUE,FALSE
Passenger 0535,no,19.3,3rd,male,FALSE,FALSE
Passenger 0536,no,,2nd,male,FALSE,TRUE
Passenger 0537,no,33.4,1st,male,FALSE,FALSE
Passenger 0538,yes,67.2,3rd,female,TRUE,FALSE
Passenger 0539,no,,3rd,female,FALSE,TRUE
Passenger 0540,yes,,1st,female,TRUE,TRUE
Passenger 0541,no,,3rd,male,FALSE,TRUE
Passenger 0542,yes,16.7,2nd,female,TRUE,FALSE
Passenger 0543,no,31,3rd,male,FALSE,FALSE
Passenger 0544,no,,3rd,female,FALSE,TRUE
Passenger 0545,yes,,3rd,male,TRUE,TRUE
Passenger 0546,no,,3rd,female,FALSE,TRUE
Passenger 0547,no,28.3,2nd,male,FALSE,FALSE
Passenger 0548,no,,3rd,male,FALSE,TRUE
Passenger 0549,no,29.5,3rd,male,FALSE,FALSE
Passenger 0550,no,16.6,1st,male,FALSE,FALSE
Passenger 0551,no,,3rd,male,FALSE,TRUE
Passenger 0552,no,,3rd,female,FALSE,TRUE
Passenger 0553,no,64.8,3rd,male,FALSE,FALSE
Passenger 0554,no,,1st,male,FALSE,TRUE
Passenger 0555,no,31.8,2nd,male,FALSE,FALSE
Passenger 0556,no,26.9,3rd,female,FALSE,FALSE
Passenger 0557,no,27.7,3rd,male,FALSE,FALSE
Passenger 0558,no,,2nd,male,FALSE,TRUE
Passenger 0559,yes,14.2,2nd,male,TRUE,FALSE
Passenger 0560,no,35.3,3rd,male,FALSE,FALSE
Passenger 0561,yes,,3rd,male,TRUE,TRUE
Passenger 0562,yes,15.4,1st,male,TRUE,FALSE
Passenger 0563,no,27.9,3rd,male,FALSE,FALSE
Passenger 0564,no,,3rd,male,FALSE,TRUE
Passenger 0565,yes,,3rd,male,TRUE,TRUE
Passenger 0566,no,44.2,2nd,male,FALSE,FALSE
Passenger 0567,yes,35.2,1st,female,TRUE,FALSE
Passenger 0568,no,132.2,3rd,female,FALSE,FALSE
Passenger 0569,yes,,1st,male,TRUE,TRUE
Passenger 0570,no,,2nd,male,FALSE,TRUE
Passenger 0571,yes,,1st,male,TRUE,TRUE
Passenger 0572,yes,10.5,3rd,female,TRUE,FALSE
Passenger 0573,yes,16.6,1st,male,TRUE,FALSE
Passenger 0574,no,9.8,3rd,male,FALSE,FALSE
Passenger 0575,no,67,1st,male,FALSE,FALSE
Passenger 0576,no,19.1,3rd,male,FALSE,FALSE
Passenger 0577,no,,3rd,male,FALSE,TRUE
Passenger 0578,no,,1st,male,FALSE,TRUE
Passenger 0579,no,,3rd,female,FALSE,TRUE
Passenger 0580,no,41,3rd,male,FALSE,FALSE
Passenger 0581,no,20.4,3rd,female,FALSE,FALSE
Passenger 0582,no,17.1,3rd,male,FALSE,FALSE
Passenger 0583,no,30.5,3rd,female,FALSE,FALSE
Passenger 0584,no,,2nd,female,FALSE,TRUE
Passenger 0585,no,34.8,3rd,male,FALSE,FALSE
Passenger 0586,no,21.4,2nd,male,FALSE,FALSE
Passenger 0587,no,,2nd,male,FALSE,TRUE
Passenger 0588,no,28.6,3rd,female,FALSE,FALSE
Passenger 0589,no,,3rd,male,FALSE,TRUE
Passenger 0590,yes,,2nd,female,TRUE,TRUE
Passenger 0591,no,67.1,3rd,male,FALSE,FALSE
Passenger 0592,yes,,2nd,female,TRUE,TRUE
Passenger 0593,no,27,3rd,male,FALSE,FALSE
Passenger 0594,no,,3rd,male,FALSE,TRUE
Passenger 0595,yes,14.2,3rd,female,TRUE,FALSE
Passenger 0596,no,39.7,3rd,male,FALSE,FALSE
Passenger 0597,no,,1st,male,FALSE,TRUE
Passenger 0598,yes,,3rd,female,TRUE,TRUE
Passenger 0599,yes,,2nd,female,TRUE,TRUE
Passenger 0600,yes,17.1,3rd,female,TRUE,FALSE
Passenger 0601,no,,2nd,male,FALSE,TRUE
Passenger 0602,yes,21.3,1st,female,TRUE,FALSE
Passenger 0603,no,12.9,3rd,male,FALSE,FALSE
Passenger 0604,yes,,1st,male,TRUE,TRUE
Passenger 0605,yes,120.1,2nd,female,TRUE,FALSE
Passenger 0606,no,30.9,3rd,male,FALSE,FALSE
Passenger 0607,no,,1st,male,FALSE,TRUE
Passenger 0608,yes,30.1,2nd,male,TRUE,FALSE
Passenger 0609,yes,,3rd,female,TRUE,TRUE
Passenger 0610,no,,3rd,male,FALSE,TRUE
Passenger 0611,no,,3rd,male,FALSE,TRUE
Passenger 0612,no,,3rd,male,FALSE,TRUE
Passenger 0613,yes,96.3,2nd,male,TRUE,FALSE
Passenger 0614,yes,,1st,female,TRUE,TRUE
Passenger 0615,no,,3rd,male,FALSE,TRUE
Passenger 0616,yes,,3rd,female,TRUE,TRUE
Passenger 0617,no,,3rd,female,FALSE,TRUE
Passenger 0618,no,,3rd,male,FALSE,TRUE
Passenger 0619,no,,2nd,female,FALSE,TRUE
Passenger 0620,yes,67.3,2nd,female,TRUE,FALSE
Passenger 0621,yes,28.4,2nd,female,TRUE,FALSE
Passenger 0622,no,43.4,1st,male,FALSE,FALSE
Passenger 0623,no,,2nd,male,FALSE,TRUE
Passenger 0624,no,,3rd,male,FALSE,TRUE
Passenger 0625,yes,11.4,3rd,male,TRUE,FALSE
Passenger 0626,no,32.2,2nd,male,FALSE,FALSE
Passenger 0627,no,,1st,male,FALSE,TRUE
Passenger 0628,no,,3rd,male,FALSE,TRUE
Passenger 0629,yes,52.6,1st,male,TRUE,FALSE
Passenger 0630,no,,3rd,male,FALSE,TRUE
Passenger 0631,no,,3rd,male,FALSE,TRUE
Passenger 0632,yes,42.5,3rd,male,TRUE,FALSE
Passenger 0633,yes,,2nd,female,TRUE,TRUE
Passenger 0634,no,44.8,3rd,male,FALSE,FALSE
Passenger 0635,no,20.1,3rd,male,FALSE,FALSE
Passenger 0636,no,24.4,2nd,female,FALSE,FALSE
Passenger 0637,yes,59.2,2nd,female,TRUE,FALSE
Passenger 0638,yes,,1st,female,TRUE,TRUE
Passenger 0639,no,,3rd,male,FALSE,TRUE
Passenger 0640,yes,15.5,1st,male,TRUE,FALSE
Passenger 0641,no,26.3,1st,female,FALSE,FALSE
Passenger 0642,no,14.1,3rd,male,FALSE,FALSE
Passenger 0643,no,,1st,male,FALSE,TRUE
Passenger 0644,no,,2nd,male,FALSE,TRUE
Passenger 0645,yes,26.3,1st,male,TRUE,FALSE
Passenger 0646,no,,3rd,female,FALSE,TRUE
Passenger 0647,no,45.1,1st,male,FALSE,FALSE
Passenger 0648,no,26.8,3rd,female,FALSE,FALSE
Passenger 0649,no,,2nd,male,FALSE,TRUE
Passenger 0650,yes,55.7,3rd,female,TRUE,FALSE
Passenger 0651,no,,3rd,male,FALSE,TRUE
Passenger 0652,no,,3rd,female,FALSE,TRUE
Passenger 0653,no,21.1,2nd,male,FALSE,FALSE
Passenger 0654,no,11.1,2nd,male,FALSE,FALSE
Passenger 0655,no,,3rd,male,FALSE,TRUE
Passenger 0656,no,,2nd,male,FALSE,TRUE
Passenger 0657,no,35.1,3rd,male,FALSE,FALSE
Passenger 0658,no,51,2nd,male,FALSE,FALSE
Passenger 0659,no,,1st,male,FALSE,TRUE
Passenger 0660,no,,3rd,male,FALSE,TRUE
Passenger 0661,no,39.7,1st,male,FALSE,FALSE
Passenger 0662,no,13.8,3rd,female,FALSE,FALSE
Passenger 0663,no,,3rd,male,FALSE,TRUE
Passenger 0664,no,,3rd,male,FALSE,TRUE
Passenger 0665,no,61.5,3rd,male,FALSE,FALSE
Passenger 0666,yes,,1st,female,TRUE,TRUE
Passenger 0667,yes,16.5,1st,female,TRUE,FALSE
Passenger 0668,no,18.1,1st,male,FALSE,FALSE
Passenger 0669,yes,,1st,female,TRUE,TRUE
Passenger 0670,yes,,3rd,female,TRUE,TRUE
Passenger 0671,no,54,3rd,male,FALSE,FALSE
Passenger 0672,no,26.8,2nd,male,FALSE,FALSE
Passenger 0673,yes,18.8,2nd,male,TRUE,FALSE
Passenger 0674,no,42.3,3rd,male,FALSE,FALSE
Passenger 0675,no,27.6,3rd,male,FALSE,FALSE
Passenger 0676,no,69.8,3rd,male,FALSE,FALSE
Passenger 0677,no,34.2,3rd,female,FALSE,FALSE
Passenger 0678,no,24.7,3rd,male,FALSE,FALSE
Passenger 0679,yes,,3rd,female,TRUE,TRUE
Passenger 0680,yes,,1st,male,TRUE,TRUE
Passenger 0681,yes,10.1,3rd,female,TRUE,FALSE
Passenger 0682,yes,,2nd,female,TRUE,TRUE
Passenger 0683,no,,3rd,male,FALSE,TRUE
Passenger 0684,yes,29.5,1st,female,TRUE,FALSE
Passenger 0685,yes,78.8,1st,male,TRUE,FALSE
Passenger 0686,yes,12.5,3rd,male,TRUE,FALSE
Passenger 0687,no,14.4,3rd,female,FALSE,FALSE
Passenger 0688,no,,1st,male,FALSE,TRUE
Passenger 0689,no,,3rd,male,FALSE,TRUE
Passenger 0690,no,,3rd,male,FALSE,TRUE
Passenger 0691,no,16,3rd,male,FALSE,FALSE
Passenger 0692,yes,,1st,female,TRUE,TRUE
Passenger 0693,yes,,3rd,female,TRUE,TRUE
Passenger 0694,no,24.4,3rd,male,FALSE,FALSE
Passenger 0695,yes,45.6,3rd,female,TRUE,FALSE
Passenger 0696,no,21,3rd,female,FALSE,FALSE
Passenger 0697,no,25.6,3rd,male,FALSE,FALSE
Passenger 0698,yes,,3rd,female,TRUE,TRUE
Passenger 0699,yes,45.6,3rd,female,TRUE,FALSE
Passenger 0700,no,27.6,3rd,male,FALSE,FALSE
Passenger 0701,yes,,3rd,female,TRUE,TRUE
Passenger 0702,yes,,1st,male,TRUE,TRUE
Passenger 0703,no,33,2nd,male,FALSE,FALSE
Passenger 0704,no,19.2,3rd,male,FALSE,FALSE
Passenger 0705,yes,45.2,2nd,female,TRUE,FALSE
Passenger 0706,no,66.3,1st,male,FALSE,FALSE
Passenger 0707,no,30.8,3rd,male,FALSE,FALSE
Passenger 0708,yes,,3rd,male,TRUE,TRUE
Passenger 0709,yes,,3rd,female,TRUE,TRUE
Passenger 0710,yes,43.7,3rd,male,TRUE,FALSE
Passenger 0711,no,20,3rd,male,FALSE,FALSE
Passenger 0712,yes,19,3rd,female,TRUE,FALSE
Passenger 0713,no,16.7,3rd,male,FALSE,FALSE
Passenger 0714,no,27.9,2nd,male,FALSE,FALSE
Passenger 0715,no,17.2,3rd,male,FALSE,FALSE
Passenger 0716,no,,2nd,male,FALSE,TRUE
Passenger 0717,yes,23.3,2nd,female,TRUE,FALSE
Passenger 0718,no,,1st,female,FALSE,TRUE
Passenger 0719,yes,43.1,3rd,female,TRUE,FALSE
Passenger 0720,yes,,2nd,male,TRUE,TRUE
Passenger 0721,no,,1st,female,FALSE,TRUE
Passenger 0722,yes,,3rd,male,TRUE,TRUE
Passenger 0723,no,45.2,3rd,male,FALSE,FALSE
Passenger 0724,no,,3rd,male,FALSE,TRUE
Passenger 0725,no,,3rd,male,FALSE,TRUE
Passenger 0726,yes,35.6,3rd,male,TRUE,FALSE
Passenger 0727,no,45.9,1st,male,FALSE,FALSE
Passenger 0728,no,15.1,3rd,male,FALSE,FALSE
Passenger 0729,yes,,3rd,female,TRUE,TRUE
Passenger 0730,no,6.9,2nd,female,FALSE,FALSE
Passenger 0731,yes,,3rd,female,TRUE,TRUE
Passenger 0732,no,,2nd,male,FALSE,TRUE
Passenger 0733,yes,18,1st,male,TRUE,FALSE
Passenger 0734,yes,15.1,1st,male,TRUE,FALSE
Passenger 0735,no,24.4,3rd,male,FALSE,FALSE
Passenger 0736,yes,,3rd,female,TRUE,TRUE
Passenger 0737,no,17.6,1st,male,FALSE,FALSE
Passenger 0738,no,,3rd,male,FALSE,TRUE
Passenger 0739,no,28.7,1st,female,FALSE,FALSE
Passenger 0740,no,6.4,3rd,male,FALSE,FALSE
Passenger 0741,yes,17.8,3rd,male,TRUE,FALSE
Passenger 0742,yes,38.1,1st,female,TRUE,FALSE
Passenger 0743,yes,17.2,3rd,female,TRUE,FALSE
Passenger 0744,no,15.1,1st,male,FALSE,FALSE
Passenger 0745,no,44.4,3rd,male,FALSE,FALSE
Passenger 0746,yes,,2nd,male,TRUE,TRUE
Passenger 0747,yes,28,1st,male,TRUE,FALSE
Passenger 0748,yes,,1st,male,TRUE,TRUE
Passenger 0749,no,,3rd,male,FALSE,TRUE
Passenger 0750,no,12.6,3rd,male,FALSE,FALSE
Passenger 0751,no,25.9,2nd,male,FALSE,FALSE
Passenger 0752,no,,1st,male,FALSE,TRUE
Passenger 0753,yes,,1st,female,TRUE,TRUE
Passenger 0754,yes,,3rd,female,TRUE,TRUE
Passenger 0755,no,,3rd,female,FALSE,TRUE
Passenger 0756,no,15.7,2nd,male,FALSE,FALSE
Passenger 0757,no,,2nd,male,FALSE,TRUE
Passenger 0758,no,122.7,3rd,male,FALSE,FALSE
Passenger 0759,no,,1st,male,FALSE,TRUE
Passenger 0760,no,14,3rd,male,FALSE,FALSE
Passenger 0761,no,,3rd,female,FALSE,TRUE
Passenger 0762,no,,2nd,male,FALSE,TRUE
Passenger 0763,no,33.2,3rd,female,FALSE,FALSE
Passenger 0764,yes,,3rd,male,TRUE,TRUE
Passenger 0765,no,,3rd,female,FALSE,TRUE
Passenger 0766,no,42.6,3rd,female,FALSE,FALSE
Passenger 0767,no,12.8,3rd,male,FALSE,FALSE
Passenger 0768,yes,,2nd,male,TRUE,TRUE
Passenger 0769,yes,72.6,2nd,female,TRUE,FALSE
Passenger 0770,yes,19.9,3rd,female,TRUE,FALSE
Passenger 0771,no,19,2nd,male,FALSE,FALSE
Passenger 0772,no,65.9,3rd,male,FALSE,FALSE
Passenger 0773,no,24.6,2nd,male,FALSE,FALSE
Passenger 0774,no,,3rd,male,FALSE,TRUE
Passenger 0775,no,,1st,female,FALSE,TRUE
Passenger 0776,no,,3rd,male,FALSE,TRUE
Passenger 0777,no,,3rd,male,FALSE,TRUE
Passenger 0778,no,13.7,3rd,male,FALSE,FALSE
Passenger 0779,no,,2nd,male,FALSE,TRUE
Passenger 0780,yes,,3rd,female,TRUE,TRUE
Passenger 0781,yes,,1st,male,TRUE,TRUE
Passenger 0782,no,,3rd,female,FALSE,TRUE
Passenger 0783,no,15.8,3rd,male,FALSE,FALSE
Passenger 0784,no,,1st,male,FALSE,TRUE
Passenger 0785,yes,,3rd,male,TRUE,TRUE
Passenger 0786,yes,,1st,male,TRUE,TRUE
Passenger 0787,no,22.5,1st,male,FALSE,FALSE
Passenger 0788,no,,3rd,male,FALSE,TRUE
Passenger 0789,yes,27.5,3rd,female,TRUE,FALSE
Passenger 0790,no,,1st,male,FALSE,TRUE
Passenger 0791,no,,3rd,male,FALSE,TRUE
Passenger 0792,yes,15.3,2nd,female,TRUE,FALSE
Passenger 0793,yes,61.2,1st,male,TRUE,FALSE
Passenger 0794,no,30.4,1st,female,FALSE,FALSE
Passenger 0795,yes,,3rd,male,TRUE,TRUE
Passenger 0796,no,,3rd,male,FALSE,TRUE
Passenger 0797,no,,1st,male,FALSE,TRUE
Passenger 0798,no,,2nd,male,FALSE,TRUE
Passenger 0799,yes,,3rd,female,TRUE,TRUE
Passenger 0800,yes,,2nd,male,TRUE,TRUE
Passenger 0801,no,44.1,2nd,male,FALSE,FALSE
Passenger 0802,no,85.6,3rd,male,FALSE,FALSE
Passenger 0803,yes,,1st,male,TRUE,TRUE
Passenger 0804,no,59.3,2nd,male,FALSE,FALSE
Passenger 0805,yes,,2nd,male,TRUE,TRUE
Passenger 0806,no,,3rd,male,FALSE,TRUE
Passenger 0807,no,58.2,3rd,female,FALSE,FALSE
Passenger 0808,no,,3rd,female,FALSE,TRUE
Passenger 0809,yes,,1st,female,TRUE,TRUE
Passenger 0810,no,,2nd,male,FALSE,TRUE
Passenger 0811,yes,,1st,female,TRUE,TRUE
Passenger 0812,no,35.6,3rd,male,FALSE,FALSE
Passenger 0813,no,,2nd,male,FALSE,TRUE
Passenger 0814,yes,9.9,3rd,male,TRUE,FALSE
Passenger 0815,no,,3rd,male,FALSE,TRUE
Passenger 0816,no,21.5,3rd,male,FALSE,FALSE
Passenger 0817,no,,2nd,female,FALSE,TRUE
Passenger 0818,no,,1st,male,FALSE,TRUE
Passenger 0819,no,51,3rd,male,FALSE,FALSE
Passenger 0820,no,,2nd,male,FALSE,TRUE
Passenger 0821,yes,79.9,1st,male,TRUE,FALSE
Passenger 0822,yes,26.1,2nd,female,TRUE,FALSE
Passenger 0823,no,109.7,3rd,male,FALSE,FALSE
Passenger 0824,no,16.2,3rd,male,FALSE,FALSE
Passenger 0825,no,,1st,male,FALSE,TRUE
Passenger 0826,no,,1st,male,FALSE,TRUE
Passenger 0827,yes,28.5,1st,female,TRUE,FALSE
Passenger 0828,yes,36.4,1st,female,TRUE,FALSE
Passenger 0829,no,,1st,male,FALSE,TRUE
Passenger 0830,no,,3rd,male,FALSE,TRUE
Passenger 0831,no,54,3rd,male,FALSE,FALSE
Passenger 0832,no,50.1,3rd,male,FALSE,FALSE
Passenger 0833,no,21.2,3rd,female,FALSE,FALSE
Passenger 0834,yes,,3rd,male,TRUE,TRUE
Passenger 0835,yes,25.7,2nd,female,TRUE,FALSE
Passenger 0836,yes,,2nd,female,TRUE,TRUE
Passenger 0837,yes,30.9,2nd,female,TRUE,FALSE
Passenger 0838,yes,,3rd,female,TRUE,TRUE
Passenger 0839,yes,,1st,male,TRUE,TRUE
Passenger 0840,yes,15.8,1st,male,TRUE,FALSE
Passenger 0841,yes,,3rd,male,TRUE,TRUE
Passenger 0842,no,43.1,2nd,male,FALSE,FALSE
Passenger 0843,yes,,1st,female,TRUE,TRUE
Passenger 0844,no,,3rd,male,FALSE,TRUE
Passenger 0845,no,11.7,2nd,male,FALSE,FALSE
Passenger 0846,no,29.5,2nd,male,FALSE,FALSE
Passenger 0847,yes,12.2,3rd,male,TRUE,FALSE
Passenger 0848,no,,2nd,male,FALSE,TRUE
Passenger 0849,yes,,1st,male,TRUE,TRUE
Passenger 0850,yes,,1st,female,TRUE,TRUE
Passenger 0851,yes,,3rd,female,TRUE,TRUE
Passenger 0852,no,34.9,2nd,male,FALSE,FALSE
Passenger 0853,no,,3rd,male,FALSE,TRUE
Passenger 0854,no,,1st,male,FALSE,TRUE
Passenger 0855,no,20.2,2nd,male,FALSE,FALSE
Passenger 0856,yes,40.8,3rd,female,TRUE,FALSE
Passenger 0857,yes,11,1st,female,TRUE,FALSE
Passenger 0858,yes,52.1,3rd,female,TRUE,FALSE
Passenger 0859,no,,3rd,male,FALSE,TRUE
Passenger 0860,yes,15.4,1st,female,TRUE,FALSE
Passenger 0861,yes,,2nd,male,TRUE,TRUE
Passenger 0862,no,28.5,3rd,female,FALSE,FALSE
Passenger 0863,yes,,1st,male,TRUE,TRUE
Passenger 0864,no,10.6,1st,male,FALSE,FALSE
Passenger 0865,yes,,3rd,female,TRUE,TRUE
Passenger 0866,yes,55.1,3rd,female,TRUE,FALSE
Passenger 0867,no,10.5,1st,male,FALSE,FALSE
Passenger 0868,yes,25.8,3rd,female,TRUE,FALSE
Passenger 0869,no,17.2,3rd,female,FALSE,FALSE
Passenger 0870,no,13,1st,female,FALSE,FALSE
Passenger 0871,no,,3rd,male,FALSE,TRUE
Passenger 0872,no,46,3rd,male,FALSE,FALSE
Passenger 0873,no,,3rd,female,FALSE,TRUE
Passenger 0874,no,,3rd,female,FALSE,TRUE
Passenger 0875,yes,,3rd,male,TRUE,TRUE
Passenger 0876,no,29.8,3rd,male,FALSE,FALSE
Passenger 0877,no,42.6,2nd,male,FALSE,FALSE
Passenger 0878,no,,3rd,male,FALSE,TRUE
Passenger 0879,no,,3rd,female,FALSE,TRUE
Passenger 0880,no,,2nd,female,FALSE,TRUE
Passenger 0881,yes,16.9,3rd,male,TRUE,FALSE
Passenger 0882,no,17.1,3rd,male,FALSE,FALSE
Passenger 0883,no,32.1,3rd,male,FALSE,FALSE
Passenger 0884,yes,,2nd,female,TRUE,TRUE
Passenger 0885,no,18.9,3rd,male,FALSE,FALSE
Passenger 0886,no,15.9,3rd,female,FALSE,FALSE
Passenger 0887,no,30.3,3rd,male,FALSE,FALSE
Passenger 0888,no,28.1,1st,male,FALSE,FALSE
Passenger 0889,no,,1st,male,FALSE,TRUE
Passenger 0890,no,31.8,3rd,female,FALSE,FALSE
Passenger 0891,no,24.9,3rd,male,FALSE,FALSE
Passenger 0892,yes,,3rd,male,TRUE,TRUE
Passenger 0893,yes,,1st,male,TRUE,TRUE
Passenger 0894,no,,3rd,male,FALSE,TRUE
Passenger 0895,yes,,2nd,female,TRUE,TRUE
Passenger 0896,no,44.9,3rd,male,FALSE,FALSE
Passenger 0897,no,,2nd,female,FALSE,TRUE
Passenger 0898,yes,33.2,2nd,female,TRUE,FALSE
Passenger 0899,yes,,2nd,female,TRUE,TRUE
Passenger 0900,no,,2nd,male,FALSE,TRUE
Passenger 0901,no,34.9,1st,male,FALSE,FALSE
Passenger 0902,no,27.3,3rd,female,FALSE,FALSE
Passenger 0903,yes,18,2nd,male,TRUE,FALSE
Passenger 0904,yes,47.7,3rd,female,TRUE,FALSE
Passenger 0905,no,32.5,3rd,female,FALSE,FALSE
Passenger 0906,no,,3rd,male,FALSE,TRUE
Passenger 0907,no,,1st,male,FALSE,TRUE
Passenger 0908,no,56.3,3rd,male,FALSE,FALSE
Passenger 0909,yes,,3rd,female,TRUE,TRUE
Passenger 0910,yes,20.7,3rd,female,TRUE,FALSE
Passenger 0911,yes,108.2,2nd,female,TRUE,FALSE
Passenger 0912,yes,,3rd,female,TRUE,TRUE
Passenger 0913,no,16.8,2nd,male,FALSE,FALSE
Passenger 0914,no,20.7,1st,male,FALSE,FALSE
Passenger 0915,no,42.5,3rd,female,FALSE,FALSE
Passenger 0916,no,19.1,3rd,male,FALSE,FALSE
Passenger 0917,no,74,2nd,male,FALSE,FALSE
Passenger 0918,no,13.9,3rd,male,FALSE,FALSE
Passenger 0919,no,21.1,2nd,male,FALSE,FALSE
Passenger 0920,no,21.1,3rd,male,FALSE,FALSE
Passenger 0921,no,76.5,3rd,male,FALSE,FALSE
Passenger 0922,no,,1st,male,FALSE,TRUE
Passenger 0923,no,,2nd,female,FALSE,TRUE
Passenger 0924,no,29.7,1st,male,FALSE,FALSE
Passenger 0925,no,78.5,1st,male,FALSE,FALSE
Passenger 0926,yes,,2nd,male,TRUE,TRUE
Passenger 0927,no,35.4,2nd,male,FALSE,FALSE
Passenger 0928,no,,3rd,female,FALSE,TRUE
Passenger 0929,no,25.4,1st,male,FALSE,FALSE
Passenger 0930,no,,3rd,male,FALSE,TRUE
Passenger 0931,no,106.3,3rd,female,FALSE,FALSE
Passenger 0932,no,,1st,male,FALSE,TRUE
Passenger 0933,no,33.4,1st,female,FALSE,FALSE
Passenger 0934,yes,13,1st,male,TRUE,FALSE
Passenger 0935,yes,19.2,1st,male,TRUE,FALSE
Passenger 0936,yes,30.3,1st,female,TRUE,FALSE
Passenger 0937,no,,3rd,male,FALSE,TRUE
Passenger 0938,no,22.9,3rd,male,FALSE,FALSE
Passenger 0939,no,,3rd,male,FALSE,TRUE
Passenger 0940,no,,3rd,male,FALSE,TRUE
Passenger 0941,no,,3rd,female,FALSE,TRUE
Passenger 0942,no,12,2nd,male,FALSE,FALSE
Passenger 0943,no,,2nd,male,FALSE,TRUE
Passenger 0944,yes,80.5,3rd,female,TRUE,FALSE
Passenger 0945,no,59.2,2nd,male,FALSE,FALSE
Passenger 0946,no,,1st,male,FALSE,TRUE
Passenger 0947,yes,,3rd,female,TRUE,TRUE
Passenger 0948,no,,1st,female,FALSE,TRUE
Passenger 0949,no,,3rd,male,FALSE,TRUE
Passenger 0950,no,16.8,1st,male,FALSE,FALSE
Passenger 0951,yes,14,3rd,male,TRUE,FALSE
Passenger 0952,no,,3rd,female,FALSE,TRUE
Passenger 0953,no,,2nd,male,FALSE,TRUE
Passenger 0954,yes,,1st,female,TRUE,TRUE
Passenger 0955,no,,3rd,male,FALSE,TRUE
Passenger 0956,no,21.7,3rd,male,FALSE,FALSE
Passenger 0957,no,59.8,3rd,male,FALSE,FALSE
Passenger 0958,no,,1st,male,FALSE,TRUE
Passenger 0959,yes,,1st,male,TRUE,TRUE
Passenger 0960,no,,3rd,male,FALSE,TRUE
Passenger 0961,yes,28.7,3rd,female,TRUE,FALSE
Passenger 0962,yes,38.3,3rd,female,TRUE,FALSE
Passenger 0963,no,,2nd,male,FALSE,TRUE
Passenger 0964,yes,17.5,3rd,male,TRUE,FALSE
Passenger 0965,no,29.6,3rd,male,FALSE,FALSE
Passenger 0966,no,29,2nd,male,FALSE,FALSE
Passenger 0967,no,57,3rd,male,FALSE,FALSE
Passenger 0968,no,90.3,3rd,female,FALSE,FALSE
Passenger 0969,no,,3rd,male,FALSE,TRUE
Passenger 0970,no,35.8,1st,female,FALSE,FALSE
Passenger 0971,yes,,3rd,female,TRUE,TRUE
Passenger 0972,yes,,3rd,male,TRUE,TRUE
Passenger 0973,no,47.2,1st,male,FALSE,FALSE
Passenger 0974,no,,1st,male,FALSE,TRUE
Passenger 0975,no,9.9,3rd,male,FALSE,FALSE
Passenger 0976,no,24.9,3rd,male,FALSE,FALSE
